sample_id,platform,timestamp,text,source_type,human_label,url,report_channel,reviewer_note,demo_cluster_seed
demo_0440,forum,2025-04-12,"ocr tangkapan layar memuat togel, wd harian, dan kontak 08xx-xxx-1015",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_15
demo_0441,bio_text,2025-09-15,akun baru diarahkan ke bravo02[.]invalid lalu chat @bravo_review02 untuk saldo ewallet,ocr_snapshot,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0442,short_video,2025-03-24,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @varuna_review21 kanal varuna21[.]invalid,public_post,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_21
demo_0443,public_report,2026-03-31,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",platform_export,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0444,short_video,2025-10-15,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_07
demo_0445,comment,2025-01-16,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan orion15[.]invalid,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_15
demo_0446,public_report,2026-04-01,akun baru diarahkan ke tanjung19[.]invalid lalu chat @tanjung_review19 untuk qris cepat,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_19
demo_0447,comment,2025-01-28,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @cendana_review03,ocr_snapshot,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0448,forum,2025-02-21,"ocr tangkapan layar memuat slot, qris cepat, dan kontak 08xx-xxx-1012 mirror rajawali17[.]invalid admin @rajawali_review17",platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_12
demo_0449,public_report,2025-08-17,caption berisi istilah scatter tapi juga membahas bahaya judi online kanal dahlia04[.]invalid,ocr_snapshot,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0450,comment,2025-03-11,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_18
demo_0451,bio_text,2025-08-21,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0452,forum,2026-01-08,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_18
demo_0453,short_video,2025-03-08,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_06
demo_0454,public_report,2026-03-12,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0455,forum,2025-03-03,komentar berulang menyebut alpha01[.]invalid dengan ajakan promo malam ini,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0456,bio_text,2025-02-14,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_12
demo_0457,comment,2026-02-09,"info parlay qris cepat via admin @lintas_review12, cek domain lintas12[.]invalid",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_12
demo_0458,public_report,2025-09-03,akun baru diarahkan ke intan09[.]invalid lalu chat @intan_review09 untuk bonus member baru mirror nusantara14[.]invalid admin @nusantara_review14,platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_09
demo_0459,short_video,2025-02-18,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_20
demo_0460,bio_text,2025-12-16,artikel edukasi dampak sosial ekonomi judi online bagi remaja,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0461,short_video,2026-03-24,"parlay sedang ramai, pola malam ini dibagikan di @rajawali_review17, pembayaran QRIS-RAJAWALI-17",manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_17
demo_0462,comment,2025-03-07,"ocr tangkapan layar memuat togel, wd harian, dan kontak 08xx-xxx-1015",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_15
demo_0463,image_ocr,2025-07-24,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0464,comment,2025-10-12,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan intan09[.]invalid,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_09
demo_0465,forum,2025-10-25,"slot sedang ramai, pola malam ini dibagikan di @varuna_review21, pembayaran QRIS-VARUNA-21",public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0466,public_report,2025-03-12,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elang05[.]invalid,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0467,forum,2025-01-10,akun baru diarahkan ke elang05[.]invalid lalu chat @elang_review05 untuk wd harian,platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0468,public_report,2025-07-18,"info maxwin deposit kecil via admin @purnama_review16, cek domain purnama16[.]invalid mirror rajawali17[.]invalid admin @rajawali_review17",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_16
demo_0469,comment,2025-03-10,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan cendana03[.]invalid,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0470,short_video,2026-04-09,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0471,comment,2025-09-17,komentar berulang menyebut jayakarta10[.]invalid dengan ajakan buruan klaim,public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0472,short_video,2025-09-02,akun baru diarahkan ke elang05[.]invalid lalu chat @elang_review05 untuk deposit kecil,public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0473,comment,2025-10-15,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_15
demo_0474,bio_text,2025-06-14,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0475,short_video,2025-04-27,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0476,bio_text,2026-04-19,artikel edukasi dampak sosial ekonomi judi online bagi remaja,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_19
demo_0477,bio_text,2025-02-07,"ocr tangkapan layar memuat parlay, wd harian, dan kontak 08xx-xxx-1018 mirror waringin22[.]invalid admin @waringin_review22",public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_18
demo_0478,bio_text,2025-07-22,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan alpha01[.]invalid,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0479,bio_text,2025-09-04,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal varuna21[.]invalid,ocr_snapshot,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0480,image_ocr,2025-04-07,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0481,image_ocr,2025-12-07,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_19
demo_0482,public_report,2025-05-10,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_08
demo_0483,short_video,2025-01-01,caption berisi istilah scatter tapi juga membahas bahaya judi online,public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0484,bio_text,2025-04-21,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @purnama_review16",platform_export,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_16
demo_0485,forum,2025-08-06,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @alpha_review01,ocr_snapshot,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0486,image_ocr,2025-12-20,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0487,image_ocr,2026-04-07,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_12
demo_0488,short_video,2025-02-24,"info slot wd harian via admin @fajar_review06, cek domain fajar06[.]invalid",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0489,image_ocr,2025-03-18,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @sagara_review18 kanal sagara18[.]invalid,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_18
demo_0490,bio_text,2025-04-26,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_16
demo_0491,forum,2025-09-21,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_16
demo_0492,public_report,2025-03-08,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan cendana03[.]invalid,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_03
demo_0493,image_ocr,2025-03-03,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0494,public_report,2026-02-11,komentar berulang menyebut rajawali17[.]invalid dengan ajakan link bio,ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_17
demo_0495,bio_text,2025-03-15,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0496,comment,2025-08-15,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",platform_export,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0497,bio_text,2026-01-29,"info slot deposit kecil via admin @tanjung_review19, cek domain tanjung19[.]invalid",ocr_snapshot,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_19
demo_0498,comment,2026-01-31,"togel sedang ramai, pola malam ini dibagikan di @dahlia_review04, pembayaran QRIS-DAHLIA-04",public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0499,comment,2025-03-04,akun baru diarahkan ke varuna21[.]invalid lalu chat @varuna_review21 untuk saldo ewallet,platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0500,short_video,2026-01-07,"info slot deposit kecil via admin @bravo_review02, cek domain bravo02[.]invalid",platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0501,comment,2026-01-18,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @alpha_review01,public_post,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0502,public_report,2025-04-11,"info parlay wd harian via admin @dahlia_review04, cek domain dahlia04[.]invalid",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0503,short_video,2026-03-12,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_12
demo_0504,image_ocr,2025-05-11,"ocr tangkapan layar memuat rtp tinggi, bonus member baru, dan kontak 08xx-xxx-1008 mirror jayakarta10[.]invalid admin @jayakarta_review10",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0505,image_ocr,2025-12-08,kampanye literasi digital anti judi online untuk siswa dan keluarga,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0506,forum,2026-03-19,artikel edukasi dampak sosial ekonomi judi online bagi remaja,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0507,comment,2025-09-16,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0508,comment,2025-12-16,komentar berulang menyebut bravo02[.]invalid dengan ajakan link bio mirror fajar06[.]invalid admin @fajar_review06,platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0509,short_video,2025-06-02,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @nusantara_review14,public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0510,bio_text,2025-07-20,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal cendana03[.]invalid,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0511,forum,2025-04-15,"ocr tangkapan layar memuat maxwin, wd harian, dan kontak 08xx-xxx-1002",ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0512,image_ocr,2025-10-22,artikel edukasi dampak sosial ekonomi judi online bagi remaja,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_12
demo_0513,bio_text,2025-02-04,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_08
demo_0514,bio_text,2026-02-20,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0515,short_video,2026-03-06,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan bravo02[.]invalid,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0516,public_report,2025-07-16,"maxwin sedang ramai, pola malam ini dibagikan di @orion_review15, pembayaran QRIS-ORION-15",public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_15
demo_0517,bio_text,2025-12-11,"info parlay qris cepat via admin @purnama_review16, cek domain purnama16[.]invalid",manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_16
demo_0518,bio_text,2025-04-13,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_17
demo_0519,image_ocr,2025-09-15,"ocr tangkapan layar memuat slot, saldo ewallet, dan kontak 08xx-xxx-1010",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_10
demo_0520,public_report,2025-01-17,"parlay sedang ramai, pola malam ini dibagikan di @halimun_review08, pembayaran QRIS-HALIMUN-08 mirror jayakarta10[.]invalid admin @jayakarta_review10",public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0521,image_ocr,2025-05-20,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_22
demo_0522,bio_text,2025-01-22,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_09
demo_0523,image_ocr,2025-12-17,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0524,forum,2026-03-05,caption berisi istilah scatter tapi juga membahas bahaya judi online kanal alpha01[.]invalid,ocr_snapshot,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0525,public_report,2025-09-25,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_14
demo_0526,bio_text,2025-05-24,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_09
demo_0527,forum,2025-11-12,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_09
demo_0528,forum,2025-04-19,"info rtp tinggi deposit kecil via admin @rajawali_review17, cek domain rajawali17[.]invalid",ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_17
demo_0529,bio_text,2026-01-01,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0530,short_video,2025-07-03,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0531,short_video,2025-10-23,"ocr tangkapan layar memuat rtp tinggi, bonus member baru, dan kontak 08xx-xxx-1008",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0532,public_report,2025-12-31,"info maxwin qris cepat via admin @galaksi_review07, cek domain galaksi07[.]invalid",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_07
demo_0533,comment,2025-03-05,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",public_post,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_07
demo_0534,forum,2025-04-27,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0535,comment,2026-02-22,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_16
demo_0536,public_report,2025-03-10,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan varuna21[.]invalid,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0537,comment,2025-07-31,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_14
demo_0538,short_video,2026-03-31,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0539,public_report,2025-04-09,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0540,public_report,2025-08-09,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0541,image_ocr,2025-02-10,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0542,forum,2025-12-28,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @elang_review05 kanal elang05[.]invalid,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0543,forum,2025-07-11,"ocr tangkapan layar memuat togel, qris cepat, dan kontak 08xx-xxx-1006",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0544,forum,2026-04-17,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0545,forum,2025-01-24,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0546,forum,2025-11-10,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_06
demo_0547,bio_text,2025-10-18,caption berisi istilah scatter tapi juga membahas bahaya judi online,platform_export,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0548,public_report,2026-02-17,"maxwin sedang ramai, pola malam ini dibagikan di @fajar_review06, pembayaran QRIS-FAJAR-06 mirror galaksi07[.]invalid admin @galaksi_review07",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0549,image_ocr,2025-06-17,"ocr tangkapan layar memuat togel, qris cepat, dan kontak 08xx-xxx-1008 mirror lintas12[.]invalid admin @lintas_review12",manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0550,short_video,2026-04-19,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_20
demo_0551,image_ocr,2025-12-31,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @jayakarta_review10",ocr_snapshot,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0552,comment,2025-11-08,"parlay sedang ramai, pola malam ini dibagikan di @fajar_review06, pembayaran QRIS-FAJAR-06",ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0553,image_ocr,2025-10-15,"ocr tangkapan layar memuat rtp tinggi, wd harian, dan kontak 08xx-xxx-1010",ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0554,bio_text,2026-03-19,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi contoh tautan disamarkan bravo02[.]invalid,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0555,bio_text,2025-03-07,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @alpha_review01,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0556,bio_text,2025-07-10,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @waringin_review22,public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_22
demo_0557,short_video,2025-05-31,komentar berulang menyebut merapi13[.]invalid dengan ajakan claim bonus,public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_13
demo_0558,comment,2025-06-27,"info rtp tinggi qris cepat via admin @dahlia_review04, cek domain dahlia04[.]invalid",public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0559,forum,2025-01-01,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan orion15[.]invalid,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_15
demo_0560,image_ocr,2026-03-05,"togel sedang ramai, pola malam ini dibagikan di @elang_review05, pembayaran QRIS-ELANG-05",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0561,bio_text,2025-04-14,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_11
demo_0562,bio_text,2025-08-06,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @sagara_review18,platform_export,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_18
demo_0563,bio_text,2025-12-06,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0564,public_report,2026-03-29,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0565,public_report,2025-05-16,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @elang_review05",ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0566,forum,2025-02-26,"togel sedang ramai, pola malam ini dibagikan di @tanjung_review19, pembayaran QRIS-TANJUNG-19 mirror waringin22[.]invalid admin @waringin_review22",public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_19
demo_0567,short_video,2025-08-10,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan sagara18[.]invalid,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_18
demo_0568,image_ocr,2025-12-23,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0569,public_report,2026-03-10,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0570,bio_text,2025-12-14,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,public_post,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_14
demo_0571,image_ocr,2025-01-24,akun baru diarahkan ke fajar06[.]invalid lalu chat @fajar_review06 untuk saldo ewallet,public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0572,forum,2025-06-23,kampanye literasi digital anti judi online untuk siswa dan keluarga,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0573,image_ocr,2025-02-18,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_12
demo_0574,forum,2025-09-12,komentar berulang menyebut purnama16[.]invalid dengan ajakan link bio mirror varuna21[.]invalid admin @varuna_review21,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_16
demo_0575,image_ocr,2025-03-14,komentar berulang menyebut purnama16[.]invalid dengan ajakan claim bonus,manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_16
demo_0576,comment,2025-03-28,akun baru diarahkan ke alpha01[.]invalid lalu chat @alpha_review01 untuk saldo ewallet mirror fajar06[.]invalid admin @fajar_review06,public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0577,image_ocr,2025-06-22,"ocr tangkapan layar memuat maxwin, bonus member baru, dan kontak 08xx-xxx-1004",manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0578,bio_text,2025-02-15,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @cendana_review03 kanal cendana03[.]invalid,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_03
demo_0579,bio_text,2025-02-15,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0580,public_report,2026-01-27,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @alpha_review01,public_post,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0581,short_video,2025-04-19,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan bravo02[.]invalid,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0582,forum,2025-06-23,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_18
demo_0583,public_report,2026-04-09,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_16
demo_0584,short_video,2025-12-30,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @cendana_review03 kanal cendana03[.]invalid,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_03
demo_0585,forum,2025-09-04,komentar berulang menyebut intan09[.]invalid dengan ajakan link bio,public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_09
